lyrics;title
"Te acuerdas de mi
No soy as que el mismo flaco
De siempre
Con un conato de panza
Que me esta haciendo lucir
Como luce una soga
Cuando en medio
Tiene un nudo
El pelo un poco mas corto
Y una tos de cigarro
Que me despierta en las noches
Vivo en el mismo lugar
Calle màrtires 28
Y aun conservo la cama
Que fermenta tu humedad
El mismo lunar
En el sitio donde tu ya conoces
Voy al mismo bar
Para ver si asesino mis noches
Y entre una nueva cana
Y el deseo de encontrarte
Se me gasta la vida
Coro:
Ya probe on el yoga
El hare chrishna y el budu
Ya probe con un brujo
Un adivino y un guru
Pero me sigo poniendo viejo
Me lo dice cada dia el espejo
Y tu no apareces por ninguna parte
Mi trabajo muy bien
Hasta me han aceptado
Como miembro master card
Y veo mas el lado el izquierdo
Que el derecho en los menus
Me he comprado un auto
Ya no viajo en autobus
Pero te extraño a rabiar
Al extremo de que nuestra cama
No le ha vuelto a usar
Y si me cae una aventura
La revuelco en el sofa
Por no herir al recuerdo
Que se anida entre el colchon
Soy el mismo de ayer
Aunque ya no respondo como antes
Me tendria que ver
Cuando ya no se encumbra el deseo
Y entre charlas de Borges y de Garcia Marquez
Busco un mejor momento
Coro
";Te Acuerdas De Mi
"Te conozco desde el pelo
Hasta la punta de los pies
Sé que roncas por las noches
Y que duermes de reves
Sé que dices que tienes veinte
Cuando tienes veintitrés
Te conozco cuando ríes
Y tus gestos al amar
Sé de aquella cirugía
Que a nadie le has de contar
Sé que odias la rutina
Un poco más que a la cocina
Dime si él
Te conoce la mitad
Dime si él
Tiene la sensibilidad
De encontrar el punto exacto
Donde explotas al amar
Dime si él
Te conoce la mitad
Dime si él
Te ama la mitad
De lo que te ama este loco
Que dejaste en libertad
Reconozco lo que piensas
Antes que empieces a hablar
Sé de tus 150 dietas para adelgazar
Sé que padeces de insomnio
Y que fumas sin parar
Imagino esas charlas
Que en mi honor han de entablar
Y hasta sé lo que este viernes
Le has de hacer para cenar
Y es que tanto te conozco
Que hasta sé....me has de extrañar
Dime si él
Te conoce la mitad
Dime si él
Tiene la sensibilidad
De encontrar el punto exacto
Donde explotas al amar
Dime si él
Te conoce la mitad
Dime si él
Te ama la mitad
De lo que te ama este loco
Que dejaste en libertad
Dime si él
Te conoce la mitad
Dime si él
Te ama la mitad
De lo que te ama este loco
Que dejaste en libertad
Y es que tanto te conozco
Que hasta podría jurar
Te mueres por regresar
";Te conozco
"Te conozco desde el pelo hasta la punta de los pies
Sé que roncas por las noches y que duermes de revés
Sé que dices que tienes 20 cuando tienes 23
Te conozco cuando ríes y tus gestos al amar
Sé de aquella cirugía que a nadie le has de contar
Sé que odias la rutina un poco más que a la cocina
Dime si él te conoce la mitad
Dime si él tiene la sensibilidad
De encontrar el punto exacto donde explotas al amar
Dime si él te conoce la mitad
Dime si él te ama la mitad
De lo que te ama este loco que dejaste en libertad
Reconozco lo que piensas antes que empieces a hablar
Sé de tus 150 dietas para adelgazar
Sé que padeces de insomnio y que fumas sin parar
Imagino esas charlas que en mi honor han de entablar
Y hasta sé lo que este viernes le has de hacer para cenar
Y es que tanto te conozco que hasta sé, me has de extrañar
Dime si él te conoce la mitad
Dime si él tiene la sensibilidad
De encontrar el punto exacto donde explotas al amar
Dime si él te conoce la mitad
Dime si él te ama la mitad
De lo que te ama este loco que dejaste en libertad
Y es que tanto te conozco que hasta podría jurar
Te mueres por regresar
";Te conozco - en vivo
"Si te divierte verme y te gustan mis besos
Y me ves como el perfecto compañero de tertulias
Si soy tu amigo con derecho, mientras te dure la parranda
No te enamoraste de mí, sino de ti cuando estás conmigo..
Yo pensando en futuro, tú en la rumba de esta noche
Si me quieres un poquito dímelo aunque sea en fax
Si te parezco divertido, pero en mi no piensas nunca
No te enamoraste de mí, sino de ti cuando estás conmigo..
Noo, noo, noo, no te enamoraste de mí
Noo, noo, así como yo de ti
Noo, noo, no te enamoraste de mí
Noo, noo, te enamoraste de ti cuando estás conmigo
De las locuras que hacemos, de los besos furtivos
De tu risa y mis chistes, de la fiesta y el vino
De las caricias que mueren justo al haber nacido
No te enamoraste de mi, noo, noo, así como yo de ti
Quien ganará la batalla de este amor desperdiciado
Tu creyendo que me quieres, yo queriéndote creer
Si yo te quiero aunque te calles, y tu te callas y te quiero
No te enamoraste de mí, sino de ti cuando estás conmigo..
Si le bajo el volumen a este ritmo que tocamos
Yo me temo que el derrumbe puede hacerse aparecer
Y lo que antes fue pregunta, hoy es una afirmación
No te enamoraste de mí, sino de ti cuando estás conmigo..
Noo, noo, noo, no te enamoraste de mí
Noo, noo, así como yo de ti
Noo, noo, no te enamoraste de mí
Noo, noo, te enamoraste de ti cuando estás conmigo
De las locuras que hacemos, de los besos furtivos
De tu risa y mis chistes, de la fiesta y el vino'
De las caricias que mueren justo al haber nacido'
No te enamoraste de mi, noo, noo, así como yo de ti
";Te Enamoraste de ti
"Te conoci en un bar de esos bohemios
Yo me ganaba la vida cantando
Tu ibas de gris con dos pendientes de oro
Cortaste aliento en aquel antro de quinta
Te invite una cerveza y te improvise una cancion
Tu me mandaste una nota y dibujaste un corazon
Yo te encontrare
No habra sitio en el mundo
Donde te escondan te hallare
Yo te encontrare
Porque eres mi destino
Aunque seas la aguja en el pajar
Yo te encontrare
Al dia siguiente ya eramos amantes
Sabias mi vida y yo sabia la tuya
Fuimos de noche a conocer a tus padres
Todo iba bien hasta que dije mi oficio
Tu padre se paro y se largo de ese lugar
Tu madre me dijo esto se tiene que acabar
Yo te encontrare
No habra sitio en el mundo
Donde te escondan te hallare
Yo te encontrare
Porque eres mi destino
Aunque seas la aguja en el pajar
Yo te encontrare
Supe que te habian mandado a España
Tu vecina me dio hasta la direccion
Habia un oceano entre tu y yo
Y muchos verdes para obtener boleto
Vendi mi guitarra un par de botas y hasta el perro
Y al dia siguiente iba yo rumbo a Madrid
Yo te encontrare
No habra sitio en el mundo
Donde te escondan te hallare
Yo te encontrare
Porque eres mi destino
Aunque seas la aguja en el pajar
Yo te encontrare
Me subi al metro y me perdi por seis horas
Llegue a tu puerta toque y abriste tu
Lo que empezo en un bar de esos bohemios
Nos durara mientras nos dure la vida
Hoy el cielo es techo y el sol es nuestra luz
Yo canto en un bar nuestras historias hechas blues
Yo te encontrare
No habra sitio en el mundo
Donde te escondan te hallare
Yo te encontrare
Porque eres mi destino
Aunque seas la aguja en el pajar
Yo te encontrare
Yo te encontrare
No habra sitio en el mundo
Donde te escondan te hallare
Yo te encontrare
Porque eres mi destino
Aunque seas la aguja en el pajar
Yo te encontrare
No habra sitio en el mundo
Donde te escondan te hallare
Yo te encontrare
Porque eres mi destino
Aunque seas la aguja en el pajar
Yo te encontrare
No habra sitio en el mundo
Donde te escondan te hallare
Yo te encontrare
";Te Encontraré
"""¿Que hora tienes?"" Pregunte para entablar conversación
""Son cuarto para las dos"" y cuando escuché su voz
Aseguré que existe Dios
""Pantorrillas de marfil"" gritó en la esquina un albañil
Yo voltée para hacer frente al atrevido constructor
Aunque admire su observación
""¿Te ayudo con los libros?"" y a quemaropa dijiste ""no""
""¿Puedo acompañarte?"" Y sin voltear otra vez ""no""
Y ante la ausencia de un buen comentario
Te dije que me gustabas para nuera de mamá
No hay mas vuelta de hoja aquí empieza una historia
Te guste o no. Tierna mariposa
Soy el mismo que hizo Dios para hacer feliz
Ahi volteaste y me dijiste ""tu estas loco lárgate""
Siete cuadras te segui hasta que abordaste un autobús
El semáforo en la esquina fue el perfecto celestino
Con el rojo de su luz. Subí por la puerta trasera
Y dije ""hola, otra vez"". Tu me sonreíste
Y el flechazo hirió esta vez. Y ante la ausencia de un buen
Comentario te dije que me gustabas para cuñada
De mi hermana
No hay mas vuelta de hoja aqui empieza una historia
Te guste o no. Tierna mariposa
Soy el mismo que hizo Dios para hacer feliz
Ahi volteaste y me dijiste ""tu estas loco, quedate""
No hay mas vuelta de hoja aqui empieza una historia
Te guste o no. Tierna mariposa soy el mismo
Que hizo Dios para hacer feliz
";Te Guste O No
"Que hora tienes? Pregunte para entablar conversacion
""Son cuarto para las dos"", y cuando escuche tu voz
Asegure que existe Dios
""Pantorrillas de marfil"", grito en la esquina un albail
Yo voltee para hacer frente al atrevido constructor
Aunque admire su observacion
Te ayudo con los libros? y a quemaropa dijiste, ""No""
Puedo acompaarte? Y sin voltear otra vez, ""No""
Y ante la ausencia de un buen comentario
Te dije que me gustabas para nuera de mama
No hay mas vuelta de hoja aqui empieza una historia
Te guste o no, tierna mariposa
Soy el mismo que hizo Dios para hacer feliz
Ahi volteaste y me dijiste, ""Tu estas loco largate""
Siete cuadras te segui hasta que abordaste un autobus
El semaforo en la esquina fue el perfecto celestino
Con el rojo de su luz. Subi por la puerta trasera
Y dije hola otra vez, tu me sonreiste
Y el flechazo hirio esta vez, y ante la ausencia de un buen
Comentario te dije que me gustabas para cuada
De mi hermana
No hay mas vuelta de hoja aqui empieza una historia
Te guste o no, tierna mariposa
Soy el mismo que hizo Dios para hacer feliz
Ahi volteaste y me dijiste, ""Tu estas loco quedate""
No hay mas vuelta de hoja aqui empieza una historia
Te guste o no, tierna mariposa soy el mismo
Que hizo Dios para hacer feliz
";Te gusto o no
"Te juro que es verdad esta mentira
Si no me crees te lo podría jurar
Perdóname mil veces cuando diga
Te juro que no volveré a jurar
Te juro que esta vez te soy sincero
Te juro que te acabo de mentir
A veces se precisa un embustero
Que diga lo que tú quieres oír
Te juro, te juro
Te juro por los santos sacrificios
Que mentir será mi oficio, si es lo que quieres oír
Te juro, te juro
Te juro que te miento cuando juro
Aunque fuiste tú, lo juro, la que me enseño a mentir
Detrás de cada estafa hay un testigo
Detrás de cada historia, una ficción
Tu sabes cuando miento y de castigo
Me haces creer que tengo la razón
Yo nunca te mentí para engañarte
Te juro que no miento por mentir
Te juro que te juro pa' salvarte
De no perder el tiempo en discutir
Te juro, te juro
Te juro por los santos sacrificios
Que mentir será mi oficio, si es lo que quieres oír
Te juro, te juro
Te juro que te miento cuando juro
Aunque fuiste tú, lo juro, la que me enseño a mentir
Jamás hay sombra sin luz
Todo principio un día expira
No hay esperanza sin blues
Y no hay verdad sin mentira…
Te juro, te juro
Te juro por los santos sacrificios
Que mentir será mi oficio, si es lo que quieres oír
Te juro, te juro
Te juro que te miento cuando juro
Aunque fuiste tú, lo juro, la que me enseño a mentir
";Te juro
"Te juro que es verdad esta mentira
Si no me crees te lo podría jurar
Perdoname mil veces cuando diga
Te juro que no volveré a jurar
Te juro que esta vez te soy sincero
Te juro que te acabo de mentir
A veces se precisa un embustero
Que diga lo que tú quieres oír
Te juro, te juro
Te juro por los santos sacrificios
Que mentir será mi oficio
Si es lo que quieres oír
Te juro, te juro
Te juro que te miento cuando juro
Aunque fuiste tú, lo juro
La que me enseño a mentir
Detrás de cada estafa hay un testigo
Detrás de cada historia, una ficción
Tu sabes cuando miento y de castigo
Me haces creer que tengo la razón
Yo nunca te mentí para engañarte
Te juro que no miento por mentir
Te juro que te juro pa' salvarte
De no perder el tiempo en discutir
Te juro, te juro
Te juro por los santos sacrificios
Que mentir sera mi oficio
Si es lo que quieres oír
Te juro, te juro
Te juro que te miento cuando juro
Aunque fuiste tú, lo juro
La que me enseñó a mentir
Jamás hay sombra sin luz
Todo principio un día es final
No hay esperanzas sin luz
Y no hay verdad sin mentira
Te juro, te juro
Te juro por los santos sacrificios
Que mentir sera mi oficio
Si es lo que quieres oír
Te juro, te juro
Te juro que te miento cuando juro
Aunque fuiste tú, lo juro
La que me enseñó a mentir
";Te Juro - Versión Demo
"Otra luna nueva y yo te quiero
Mucho más que tres lunas atrás
Te quiero mucho más de lo que puedo
Te quiero aunque decirlo esté de más
Yo te quiero
El mundo esta al reves y yo te quiero
Quererte me hace ser alguien mejor
Te quiero a veces más de lo que quiero
Te quiero aunque a veces cause dolor
Yo te quiero
No voy a rebuscar en la academia
Palabras para ver quien me las premia
Si este mundo cabe en dos palabras
Te quiero
Te quiero mientras dure que te quiera
Te quiero porque es la mejor manera
De burlarme de tus enemigos
Te quiero porque así es como te quiero
Te quiero y sabes bien que me refiero
A no quererte más porque no puedo
Pensé que era importante
Que supieras que te quiero y nada más
Ya fui un tipo duro como acero
De esos que se guardan la emoción
""Yo primero muerto que un te quiero""
Decía antes de hacerte esta canción
Te quiero
Te quiero solo porque a ti te quiero
Que sería de mi si no es así
Como dijo Pablo a sangre y fuego
Como digo yo te quiero así
Yo te quiero
No voy a rebuscar en la academia
Palabras para ver quien me las premia
Si este mundo cabe en dos palabras
Te quiero
Te quiero mientras dure que te quiera
Te quiero porque es la mejor manera
De burlarme de tus enemigos
Te quiero porque así es como te quiero
Te quiero y sabes bien a que me refiero
A no quererte más porque no puedo
Pensé que era importante
Que supieras que te quiero y nada más
Te quiero mientras dure que te quiera
Te quiero porque es la mejor manera
De burlarme de tus enemigos
Te quiero porque así es como te quiero
Te quiero y sabes bien a que me refiero
A no quererte más porque no puedo
Pensé que era importante
Que supieras que te quiero y nada más
Te quiero porque solo a ti te quiero
Te quiero mucho más de lo que puedo
";Te quiero
"Otra luna nueva y yo te quiero
Mucho más que tres lunas atrás
Te quiero mucho más de lo que puedo
Te quiero aunque decirlo esté de más
Yo te quiero
El mundo está al revés y yo te quiero
Quererte me hace ser alguien mejor
Te quiero a veces más de lo que quiero
Te quiero aunque a veces cause dolor
Yo te quiero
No voy a rebuscar en la academia
Palabras para ver quién me las premia
Si este mundo cabe en dos palabras
Te quiero
Te quiero mientras dure que te quiera
Te quiero porque es la mejor manera
De burlarme de tus enemigos
Te quiero porque así es como te quiero
Te quiero y sabes bien que me refiero
A no quererte más porque no puedo
Pensé que era importante que supieras
Que te quiero y nada más
Ya fui tipo duro como acero
De esos que se guardan la emoción
""Yo primero muerto que un te quiero""
Decía antes de hacerte esta canción
Te quiero
Te quiero sólo porque a ti te quiero
Que sería de mi si no es así
Como dijo Pablo a sangre y fuego
Como digo yo te quiero así
Yo te quiero
No voy a rebuscar en la academia
Palabras para ver quién me las premia
Si este mundo cabe en dos palabras
Te quiero
Te quiero mientras dure que te quiera
Te quiero porque es la mejor manera
De burlarme de tus enemigos
Te quiero porque así es como te quiero
Te quiero y sabes bien que me refiero
A no quererte más porque no puedo
Pensé que era importante que supieras
Que te quiero y nada más
Te quiero mientras dure que te quiera
Te quiero porque es la mejor manera
De burlarme de tus enemigos
Te quiero porque así es como te quiero
Te quiero y sabes bien que me refiero
A no quererte más porque no puedo
Pensé que era importante que supieras
Que te quiero y nada más
Te quiero sólo porque a ti te quiero
Te quiero mucho más de lo que puedo
";Te quiero - en vivo
